0.160000	0.971855
0.162000	0.971488
0.164000	0.971119
0.166000	0.97075
0.168000	0.97038
0.170000	0.97001
0.172000	0.969638
0.174000	0.969266
0.176000	0.968894
0.178000	0.96852
0.180000	0.968146
0.182000	0.96777
0.184000	0.967394
0.186000	0.967018
0.188000	0.96664
0.190000	0.966261
0.192000	0.965882
0.194000	0.965502
0.196000	0.96512
0.198000	0.964738
0.200000	0.964355
0.202000	0.963971
0.204000	0.963586
0.206000	0.9632
0.208000	0.962813
0.210000	0.962425
0.212000	0.962036
0.214000	0.961646
0.216000	0.961255
0.218000	0.960863
0.220000	0.96047
0.222000	0.960075
0.224000	0.95968
0.226000	0.959283
0.228000	0.958885
0.230000	0.958486
0.232000	0.958086
0.234000	0.957685
0.236000	0.957282
0.238000	0.956878
0.240000	0.956473
0.242000	0.956066
0.244000	0.955659
0.246000	0.95525
0.248000	0.954839
0.250000	0.954427
0.252000	0.954014
0.254000	0.9536
0.256000	0.953184
0.258000	0.952766
0.260000	0.952347
0.262000	0.951927
0.264000	0.951505
0.266000	0.951081
0.268000	0.950656
0.270000	0.95023
0.272000	0.949801
0.274000	0.949372
0.276000	0.94894
0.278000	0.948507
0.280000	0.948072
0.282000	0.947635
0.284000	0.947197
0.286000	0.946757
0.288000	0.946315
0.290000	0.945871
0.292000	0.945425
0.294000	0.944978
0.296000	0.944528
0.298000	0.944077
0.300000	0.943623
0.302000	0.943168
0.304000	0.94271
0.306000	0.942251
0.308000	0.941789
0.310000	0.941325
0.312000	0.94086
0.314000	0.940391
0.316000	0.939921
0.318000	0.939449
0.320000	0.938974
0.322000	0.938496
0.324000	0.938017
0.326000	0.937535
0.328000	0.93705
0.330000	0.936563
0.332000	0.936074
0.334000	0.935582
0.336000	0.935088
0.338000	0.93459
0.340000	0.93409
0.342000	0.933588
0.344000	0.933082
0.346000	0.932574
0.348000	0.932063
0.350000	0.931549
0.352000	0.931032
0.354000	0.930513
0.356000	0.92999
0.358000	0.929464
0.360000	0.928935
0.362000	0.928402
0.364000	0.927867
0.366000	0.927328
0.368000	0.926786
0.370000	0.92624
0.372000	0.925691
0.374000	0.925139
0.376000	0.924582
